original_output, original_output_real, original_output_img, fft_output_real, fft_output_img, inverse_fft_output_real, inverse_fft_output_img, magnitute_output_fft
-15146, -15146.00, 0.00, 1276.50, 4225.91, -15146.00, 0.00, 4414.50, -172963508994702710000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-7079, -7079.00, 0.00, -2076.53, 1011.59, -7079.00, -0.00, 2309.83, -161604150669864290.00, 0.00, 0.00
5388, 5388.00, 0.00, 7717.87, 9912.11, 5388.00, 0.00, 12562.46, -0.00, 0.00, 0.00
14259, 14259.00, 0.00, -1648.68, 3297.46, 14259.00, -0.00, 3686.65, -0.00, 0.00, 0.00
14645, 14645.00, 0.00, 23838.44, 4805.20, 14645.00, -0.00, 24317.91, 965092766430961670000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
6799, 6799.00, 0.00, 2647.15, 2796.90, 6799.00, 0.00, 3850.97, 0.00, 0.00, 0.00
-4983, -4983.00, 0.00, 13255.55, -1526.44, -4983.00, -0.00, 13343.15, 94298758263384138000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-14062, -14062.00, 0.00, -135.28, 2839.23, -14062.00, -0.00, 2842.45, 0.00, 0.00, 0.00
-15155, -15155.00, 0.00, 12727.12, 1588.18, -15155.00, 0.00, 12825.82, -0.00, 0.00, 0.00
-7055, -7055.00, 0.00, 4839.09, 1414.75, -7055.00, -0.00, 5041.65, -136532.24, 0.00, 0.00
5417, 5417.00, 0.00, 13903.03, -4770.99, 5417.00, 0.00, 14698.87, 23460553418975100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14264, 14264.00, 0.00, 3001.36, -465.67, 14264.00, -0.00, 3037.27, 0.00, 0.00, 0.00
14653, 14653.00, 0.00, -3413.97, -6751.56, 14653.00, -0.00, 7565.63, 0.00, 0.00, 0.00
6786, 6786.00, 0.00, -2710.48, -1321.51, 6786.00, -0.00, 3015.47, 85670850595418585000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-4967, -4967.00, 0.00, -940.46, -5914.71, -4967.00, -0.00, 5989.01, -0.00, 0.00, 0.00
-14057, -14057.00, 0.00, 326.30, 369.29, -14057.00, -0.00, 492.79, -101794739258108780000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-15213, -15213.00, 0.00, -2129.73, -6127.01, -15213.00, -0.00, 6486.60, -95315004969031557000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-7097, -7097.00, 0.00, 1871.20, 377.89, -7097.00, 0.00, 1908.98, 195801086381577090000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
5353, 5353.00, 0.00, -6792.00, 2482.34, 5353.00, 0.00, 7231.41, -6890156533154995800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
14209, 14209.00, 0.00, 1033.60, 1841.35, 14209.00, 0.00, 2111.61, -0.00, 0.00, 0.00
14624, 14624.00, 0.00, -3165.15, 4508.59, 14624.00, 0.00, 5508.68, 0.00, 0.00, 0.00
6776, 6776.00, 0.00, -1828.36, 382.09, 6776.00, -0.00, 1867.86, -56241940538102044000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-4963, -4963.00, 0.00, -1680.83, 3856.27, -4963.00, -0.00, 4206.66, -76784205915372601000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-14084, -14084.00, 0.00, 1979.22, 1476.96, -14084.00, 0.00, 2469.56, -0.00, 0.00, 0.00
-15246, -15246.00, 0.00, -2142.02, 4829.98, -15246.00, -0.00, 5283.65, -0.00, 0.00, 0.00
-7082, -7082.00, 0.00, 638.01, 4000.03, -7082.00, 0.00, 4050.59, 0.00, 0.00, 0.00
5362, 5362.00, 0.00, -262.22, 3411.57, 5362.00, -0.00, 3421.63, 0.00, 0.00, 0.00
14194, 14194.00, 0.00, 661.14, 2232.55, 14194.00, 0.00, 2328.38, 0.00, 0.00, 0.00
14617, 14617.00, 0.00, 855.75, 3553.91, 14617.00, 0.00, 3655.49, -0.00, 0.00, 0.00
6758, 6758.00, 0.00, 1126.94, 2960.25, 6758.00, -0.00, 3167.51, -0.00, 0.00, 0.00
-4977, -4977.00, 0.00, -845.28, 3545.40, -4977.00, -0.00, 3644.77, 14774078011970517000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-14088, -14088.00, 0.00, 777.69, -213.35, -14088.00, -0.00, 806.43, 422718140484844270000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000.00, 0.00, 0.00
-15201, -15201.00, 0.00, 2350.87, 1400.84, -15201.00, -0.00, 2736.60, -0.00, 0.00, 0.00
-7027, -7027.00, 0.00, -620.33, 300.67, -7027.00, 0.00, 689.35, 0.00, 0.00, 0.00
